id,biomass_commodity,co2_content,investment_cost,fixed_om_cost,variable_om_cost,electricity_consumption,gasoline_production,jetfuel_production,diesel_production,electricity_production,emission_rate,capture_rate
SW_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.798,756402.08,344508.64,49.224,0,0.3318,1.4785,0,0.8149,0.341583395,1.011222129
TX_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.821,756402.08,344508.64,49.224,0,0.3292,1.4669,0,0.8085,0.348271863,1.031022645
NCEN_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.802,756402.08,344508.64,49.224,0,0.3304,1.4723,0,0.8115,0.343063245,1.015603071
CEN_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.802,756402.08,344508.64,49.224,0,0.3306,1.4731,0,0.8119,0.343004513,1.015429203
SE_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.821,756402.08,344508.64,49.224,0,0.3318,1.4785,0,0.8149,0.347390895,1.028414629
MIDAT_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.806,756402.08,344508.64,49.224,0,0.3296,1.4685,0,0.8093,0.344366901,1.019462409
NE_FT_High_Jetfuel_CCS_75_Wood,Biomass_Wood,1.826,756402.08,344508.64,49.224,0,0.3275,1.4592,0,0.8042,0.350121676,1.036498822
CA_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.719,756402.08,344508.64,49.224,0,0.3171,1.4128,0,0.7787,0.326628051,0.966948387
NW_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.664,756402.08,344508.64,49.224,0,0.2899,1.2916,0,0.7118,0.321961356,0.953133124
SW_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.687,756402.08,344508.64,49.224,0,0.2952,1.3155,0,0.725,0.325948188,0.964935724
TX_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.633,756402.08,344508.64,49.224,0,0.2876,1.2815,0,0.7063,0.314897362,0.932220904
NCEN_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.71,756402.08,344508.64,49.224,0,0.2999,1.3364,0,0.7365,0.330169944,0.977433794
CEN_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.7,756402.08,344508.64,49.224,0,0.2977,1.3263,0,0.731,0.32840845,0.972219075
SE_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.689,756402.08,344508.64,49.224,0,0.2987,1.331,0,0.7335,0.325278563,0.962953369
MIDAT_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.708,756402.08,344508.64,49.224,0,0.2996,1.3348,0,0.7357,0.329782406,0.97628653
NE_FT_High_Jetfuel_CCS_75_Agri,Biomass_Agri,1.715,756402.08,344508.64,49.224,0,0.303,1.3503,0,0.7442,0.330375281,0.978041675
CA_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.721,784258.72,351016.96,50.288,0,0.4143,1.8498,0,0.2468,0.187672662,0.976549809
NW_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.726,784258.72,351016.96,50.288,0,0.4152,1.8538,0,0.2474,0.188281296,0.979716816
SW_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.71,784258.72,351016.96,50.288,0,0.4125,1.8416,0,0.2457,0.186294196,0.969376994
TX_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.714,784258.72,351016.96,50.288,0,0.4134,1.8457,0,0.2463,0.186741629,0.971705202
NCEN_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.74,784258.72,351016.96,50.288,0,0.4177,1.865,0,0.2489,0.189995337,0.988635786
CEN_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.723,784258.72,351016.96,50.288,0,0.4152,1.8538,0,0.2474,0.187797696,0.977200416
SE_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.717,784258.72,351016.96,50.288,0,0.4145,1.8508,0,0.247,0.186978521,0.972937861
MIDAT_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.736,784258.72,351016.96,50.288,0,0.4168,1.861,0,0.2483,0.189547904,0.986307578
NE_FT_High_Jetfuel_CCS_84_Herb,Biomass_Herb,1.745,784258.72,351016.96,50.288,0,0.4184,1.8681,0,0.2493,0.190653312,0.992059541
CA_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.843,784258.72,351016.96,50.288,0,0.4409,1.9687,0,0.2627,0.201566084,1.048843868
NW_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.818,784258.72,351016.96,50.288,0,0.44,1.9647,0,0.2622,0.197733451,1.028900861
SW_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.798,784258.72,351016.96,50.288,0,0.4359,1.9464,0,0.2597,0.195397602,1.016746329
TX_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.821,784258.72,351016.96,50.288,0,0.4325,1.9311,0,0.2577,0.199845327,1.039889952
NCEN_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.802,784258.72,351016.96,50.288,0,0.4341,1.9382,0,0.2586,0.196437135,1.022155515
CEN_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.802,784258.72,351016.96,50.288,0,0.4343,1.9393,0,0.2588,0.196387793,1.021898766
SE_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.821,784258.72,351016.96,50.288,0,0.4359,1.9464,0,0.2597,0.199105202,1.036038729
MIDAT_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.806,784258.72,351016.96,50.288,0,0.433,1.9332,0,0.2579,0.197328644,1.026794456
NE_FT_High_Jetfuel_CCS_84_Wood,Biomass_Wood,1.826,784258.72,351016.96,50.288,0,0.4302,1.921,0,0.2563,0.201144744,1.046651434
CA_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.719,784258.72,351016.96,50.288,0,0.4166,1.8599,0,0.2482,0.186856845,0.972304727
NW_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.664,784258.72,351016.96,50.288,0,0.3808,1.7003,0,0.2269,0.185737491,0.966480195
SW_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.687,784258.72,351016.96,50.288,0,0.3879,1.7318,0,0.2311,0.187915499,0.977813401
TX_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.633,784258.72,351016.96,50.288,0,0.3779,1.6871,0,0.2251,0.181381733,0.943815122
NCEN_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.71,784258.72,351016.96,50.288,0,0.394,1.7593,0,0.2347,0.190290873,0.990173599
CEN_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.7,784258.72,351016.96,50.288,0,0.3911,1.746,0,0.233,0.189320315,0.985123326
SE_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.689,784258.72,351016.96,50.288,0,0.3924,1.7521,0,0.2338,0.187251065,0.974356037
MIDAT_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.708,784258.72,351016.96,50.288,0,0.3936,1.7572,0,0.2345,0.190067156,0.989009496
NE_FT_High_Jetfuel_CCS_84_Agri,Biomass_Agri,1.715,784258.72,351016.96,50.288,0,0.3981,1.7776,0,0.2372,0.190208722,0.989746132
CA_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.721,818543.04,359028.32,52.08,0,0.3151,1.4047,0,0.5085,0.012591181,1.285468733
NW_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.726,818543.04,359028.32,52.08,0,0.3158,1.4078,0,0.5096,0.01263066,1.289499205
SW_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.71,818543.04,359028.32,52.08,0,0.3137,1.3986,0,0.5063,0.012502524,1.27641749
TX_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.714,818543.04,359028.32,52.08,0,0.3144,1.4017,0,0.5074,0.012532303,1.279457661
NCEN_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.74,818543.04,359028.32,52.08,0,0.3177,1.4163,0,0.5127,0.012741651,1.300830578
CEN_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.723,818543.04,359028.32,52.08,0,0.3158,1.4078,0,0.5096,0.01260156,1.286528305
SE_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.717,818543.04,359028.32,52.08,0,0.3153,1.4055,0,0.5088,0.012550126,1.281277276
MIDAT_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.736,818543.04,359028.32,52.08,0,0.317,1.4132,0,0.5116,0.012711872,1.297790406
NE_FT_High_Jetfuel_CCS_99_Herb,Biomass_Herb,1.745,818543.04,359028.32,52.08,0,0.3182,1.4186,0,0.5135,0.012783385,1.305091306
CA_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.843,818543.04,359028.32,52.08,0,0.3354,1.4951,0,0.5412,0.013510703,1.379345259
NW_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.818,818543.04,359028.32,52.08,0,0.3347,1.492,0,0.5401,0.013277224,1.355508787
SW_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.798,818543.04,359028.32,52.08,0,0.3315,1.4781,0,0.5351,0.013123821,1.339847414
TX_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.821,818543.04,359028.32,52.08,0,0.3289,1.4665,0,0.5309,0.013380752,1.36607817
NCEN_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.802,818543.04,359028.32,52.08,0,0.3302,1.4719,0,0.5328,0.013180664,1.34565067
CEN_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.802,818543.04,359028.32,52.08,0,0.3303,1.4727,0,0.5331,0.013178409,1.345420413
SE_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.821,818543.04,359028.32,52.08,0,0.3315,1.4781,0,0.5351,0.013346921,1.362624314
MIDAT_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.806,818543.04,359028.32,52.08,0,0.3293,1.4681,0,0.5314,0.013230741,1.350763156
NE_FT_High_Jetfuel_CCS_99_Wood,Biomass_Wood,1.826,818543.04,359028.32,52.08,0,0.3272,1.4588,0,0.5281,0.013451805,1.37333224
CA_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.719,818543.04,359028.32,52.08,0,0.3168,1.4125,0,0.5113,0.012549227,1.281185563
NW_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.664,818543.04,359028.32,52.08,0,0.2896,1.2912,0,0.4674,0.012369821,1.262869419
SW_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.687,818543.04,359028.32,52.08,0,0.295,1.3152,0,0.4761,0.012523004,1.278508351
TX_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.633,818543.04,359028.32,52.08,0,0.2874,1.2812,0,0.4638,0.01209844,1.235163461
NCEN_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.71,818543.04,359028.32,52.08,0,0.2997,1.336,0,0.4836,0.012685209,1.29506831
CEN_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.7,818543.04,359028.32,52.08,0,0.2974,1.326,0,0.48,0.012617529,1.288158652
SE_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.689,818543.04,359028.32,52.08,0,0.2985,1.3306,0,0.4817,0.012497297,1.27588381
MIDAT_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.708,818543.04,359028.32,52.08,0,0.2993,1.3345,0,0.4831,0.01267032,1.293548225
NE_FT_High_Jetfuel_CCS_99_Agri,Biomass_Agri,1.715,818543.04,359028.32,52.08,0,0.3028,1.3499,0,0.4887,0.012693112,1.295875184
